metadata_id,metadata_concept_id,metadata_type_concept_id,name,value_as_string,value_as_concept_id,value_as_number,metadata_date,metadata_datetime
1934283250,1147323,32880,Final row count: cohort_definition,cohort_definition,1147323,0.0,2026-02-03,2026-02-03 21:02:22
788858828,1147333,32880,Time series row count: condition_occurrence.2009,condition_occurrence.2009,1147333,7.0,2026-02-03,2026-02-03 21:03:01
2146900436,1147304,32880,Date/datetime default value count: observation.observation_datetime,,0,0.0,2026-02-03,2026-02-03 21:00:01
861857601,1147333,32880,Final row count: condition_occurrence,condition_occurrence,1147333,163.0,2026-02-03,2026-02-03 21:02:29
147746107,1147141,32880,Valid column name: measurement.measurement_date,valid column name,0,,2026-02-03,2026-02-03 20:18:32
597802626,1147339,32880,Time series row count: drug_exposure.2016,drug_exposure.2016,1147339,730.0,2026-02-03,2026-02-03 21:03:32
491290269,1147330,32880,Valid row count: measurement,,0,62073.0,2026-02-03,2026-02-03 20:21:30
1860428795,1147306,32880,Final row count: specimen,specimen,1147306,0.0,2026-02-03,2026-02-03 21:02:52
136780982,1147339,32880,Time series row count: drug_exposure.2013,drug_exposure.2013,1147339,360.0,2026-02-03,2026-02-03 21:03:30
963834195,1147567,32880,Valid column name: measurement.measurement_type_concept_id,valid column name,0,,2026-02-03,2026-02-03 20:18:41
2112386848,32822,32880,Type concept breakdown: measurement,EHR chief complaint,32822,49.0,2026-02-03,2026-02-03 20:56:45
1780919105,0,32880,Invalid concept_id count: observation.qualifier_concept_id,observation.qualifier_concept_id,0,0.0,2026-02-03,2026-02-03 21:01:46
1177007621,1147339,32880,Time series row count: drug_exposure.1976,drug_exposure.1976,1147339,2.0,2026-02-03,2026-02-03 21:03:11
348606035,1147321,32880,Date/datetime default value count: observation_period.observation_period_end_date,,0,0.0,2026-02-03,2026-02-03 21:00:04
1026816477,1147301,32880,Time series row count: procedure_occurrence.1997,procedure_occurrence.1997,1147301,230.0,2026-02-03,2026-02-03 21:03:58
531286785,1147339,32880,Date/datetime default value count: drug_exposure.drug_exposure_end_date,,0,0.0,2026-02-03,2026-02-03 20:59:46
1192027671,1147301,32880,Time series row count: procedure_occurrence.2011,procedure_occurrence.2011,1147301,51.0,2026-02-03,2026-02-03 21:04:07
1088421210,1147325,32880,Final row count: cdm_source,cdm_source,1147325,1.0,2026-02-03,2026-02-03 21:02:21
609952469,1147333,32880,Time series row count: condition_occurrence.2020,condition_occurrence.2020,1147333,4.0,2026-02-03,2026-02-03 21:03:06
321466654,1147314,32880,Invalid row count: person,,0,0.0,2026-02-03,2026-02-03 20:21:03
1549942873,1147330,32880,Time series row count: measurement.1994,measurement.1994,1147330,1120.0,2026-02-03,2026-02-03 21:04:22
587695651,1147304,32880,Time series row count: observation.2010,observation.2010,1147304,4.0,2026-02-03,2026-02-03 21:04:56
1556003022,1147330,32880,Time series row count: measurement.2002,measurement.2002,1147330,1424.0,2026-02-03,2026-02-03 21:04:27
8674842,0,32880,Invalid concept_id count: drug_exposure.drug_concept_id,drug_exposure.drug_concept_id,0,0.0,2026-02-03,2026-02-03 21:00:51
97570427,0,32880,Target vocabulary breakdown: observation.observation_concept_id,SNOMED,0,361.0,2026-02-03,2026-02-03 20:59:14
514449179,1147330,32880,Time series row count: measurement.2016,measurement.2016,1147330,3026.0,2026-02-03,2026-02-03 21:04:37
592645288,1147027,32880,Valid column name: person.gender_concept_id,valid column name,0,,2026-02-03,2026-02-03 20:18:52
1494582898,1147330,32880,Time series row count: measurement.1999,measurement.1999,1147330,1136.0,2026-02-03,2026-02-03 21:04:25
635122982,1147312,32880,Final row count: death,death,1147312,0.0,2026-02-03,2026-02-03 21:02:30
940787802,1147559,32880,Valid column name: drug_exposure.drug_source_concept_id,valid column name,0,,2026-02-03,2026-02-03 20:18:44
1121548651,0,32880,Standardized to vocabulary version,v5.0 27-AUG-25,0,,2026-02-03,2026-02-03 20:56:18
573024630,1147330,32880,Time series row count: measurement.1996,measurement.1996,1147330,836.0,2026-02-03,2026-02-03 21:04:23
215522044,32882,32880,Type concept breakdown: observation_period,Standard algorithm from EHR,32882,109.0,2026-02-03,2026-02-03 20:56:57
422764029,1147303,32880,Final row count: drug_era,drug_era,1147303,972.0,2026-02-03,2026-02-03 21:02:34
1252720251,1147301,32880,Person_id referential integrity violation count: procedure_occurrence,procedure_occurrence,1147301,215.0,2026-02-03,2026-02-03 21:02:08
1066292560,1147366,32880,Final row count: cost,cost,1147366,0.0,2026-02-03,2026-02-03 21:02:30
1197600651,1147513,32880,Valid column name: drug_exposure.verbatim_end_date,valid column name,0,,2026-02-03,2026-02-03 20:18:43
614770822,0,32880,Invalid concept_id count: measurement.operator_concept_id,measurement.operator_concept_id,0,0.0,2026-02-03,2026-02-03 21:01:20
495115476,1147301,32880,Date/datetime default value count: procedure_occurrence.procedure_end_datetime,,0,0.0,2026-02-03,2026-02-03 20:59:55
1321191886,1147301,32880,Time series row count: procedure_occurrence.1973,procedure_occurrence.1973,1147301,3.0,2026-02-03,2026-02-03 21:03:41
801330543,1147042,32880,Valid column name: person.ethnicity_source_value,valid column name,0,,2026-02-03,2026-02-03 20:19:03
1360628470,1147301,32880,Time series row count: procedure_occurrence.2020,procedure_occurrence.2020,1147301,1399.0,2026-02-03,2026-02-03 21:04:13
683295797,1147339,32880,Time series row count: drug_exposure.2018,drug_exposure.2018,1147339,556.0,2026-02-03,2026-02-03 21:03:34
1001292761,1147330,32880,Invalid row count: measurement,,0,0.0,2026-02-03,2026-02-03 20:21:31
1528093137,0,32880,Target vocabulary breakdown: drug_exposure.drug_concept_id,RxNorm,0,9844.0,2026-02-03,2026-02-03 20:57:52
527538980,0,32880,Invalid concept_id count: measurement.measurement_concept_id,measurement.measurement_concept_id,0,0.0,2026-02-03,2026-02-03 21:01:18
624798313,1147330,32880,Time series row count: measurement.2009,measurement.2009,1147330,189.0,2026-02-03,2026-02-03 21:04:32
1817493082,1147301,32880,Vocab harmonization table transition: procedure_occurrence to drug_exposure,,0,72.0,2026-02-03,2026-02-03 20:37:12
322324053,1147333,32880,Time series row count: condition_occurrence.2019,condition_occurrence.2019,1147333,13.0,2026-02-03,2026-02-03 21:03:05
1372373879,1147339,32880,Time series row count: drug_exposure.1994,drug_exposure.1994,1147339,206.0,2026-02-03,2026-02-03 21:03:17
1369371150,1147304,32880,Date/datetime default value count: observation.observation_date,,0,0.0,2026-02-03,2026-02-03 20:59:59
296742347,1147304,32880,Time series row count: observation.2007,observation.2007,1147304,1.0,2026-02-03,2026-02-03 21:04:54
1418590199,1147305,32880,Final row count: device_exposure,device_exposure,1147305,0.0,2026-02-03,2026-02-03 21:02:31
1750991660,1147509,32880,Valid column name: drug_exposure.route_concept_id,valid column name,0,,2026-02-03,2026-02-03 20:18:53
1077261091,1147330,32880,Time series row count: measurement.2006,measurement.2006,1147330,59.0,2026-02-03,2026-02-03 21:04:30
19314601,1147304,32880,Time series row count: observation.2005,observation.2005,1147304,1.0,2026-02-03,2026-02-03 21:04:53
762514717,1147329,32880,Person_id referential integrity violation count: condition_era,condition_era,1147329,1.0,2026-02-03,2026-02-03 21:02:18
2111187925,1147330,32880,Time series row count: measurement.2012,measurement.2012,1147330,227.0,2026-02-03,2026-02-03 21:04:34
463741944,0,32880,Target vocabulary breakdown: measurement.measurement_concept_id,SNOMED,0,7980.0,2026-02-03,2026-02-03 20:58:35
1389228257,0,32880,Standardized to CDM version,5.4,756265,,2026-02-03,2026-02-03 20:56:18
696103124,0,32880,Source vocabulary breakdown: person.gender_concept_id,None,0,109.0,2026-02-03,2026-02-03 20:57:05
538161551,1147333,32880,Time series row count: condition_occurrence.2018,condition_occurrence.2018,1147333,14.0,2026-02-03,2026-02-03 21:03:04
508688217,1147333,32880,Time series row count: condition_occurrence.2021,condition_occurrence.2021,1147333,43.0,2026-02-03,2026-02-03 21:03:06
2070079444,1147613,32880,Valid column name: procedure_occurrence.procedure_source_value,valid column name,0,,2026-02-03,2026-02-03 20:18:51
142015655,1147339,32880,Time series row count: drug_exposure.2011,drug_exposure.2011,1147339,38.0,2026-02-03,2026-02-03 21:03:29
1495599453,1147304,32880,Time series row count: observation.2002,observation.2002,1147304,3.0,2026-02-03,2026-02-03 21:04:51
411897372,0,32880,Invalid concept_id count: person.ethnicity_concept_id,person.ethnicity_concept_id,0,0.0,2026-02-03,2026-02-03 21:00:33
1871145820,1147507,32880,Valid column name: drug_exposure.quantity,valid column name,0,,2026-02-03,2026-02-03 20:18:47
1007233383,0,32880,Target vocabulary breakdown: person.race_concept_id,None,0,5.0,2026-02-03,2026-02-03 20:57:14
341488205,1147301,32880,Time series row count: procedure_occurrence.1972,procedure_occurrence.1972,1147301,3.0,2026-02-03,2026-02-03 21:03:41
760522906,32817,32880,Type concept breakdown: condition_occurrence,EHR,32817,22.0,2026-02-03,2026-02-03 20:56:26
1571049043,0,32880,File delivery format,.csv,0,,2026-02-03,2026-02-03 20:56:15
2096446865,0,32880,Target vocabulary breakdown: person.ethnicity_concept_id,Ethnicity,0,95.0,2026-02-03,2026-02-03 20:57:25
817395459,1147333,32880,Time series row count: condition_occurrence.2022,condition_occurrence.2022,1147333,2.0,2026-02-03,2026-02-03 21:03:07
1801672968,1147330,32880,Time series row count: measurement.2020,measurement.2020,1147330,6541.0,2026-02-03,2026-02-03 21:04:40
1963616520,1147339,32880,Time series row count: drug_exposure.1987,drug_exposure.1987,1147339,8.0,2026-02-03,2026-02-03 21:03:13
428046022,1147335,32880,Final row count: location,location,1147335,0.0,2026-02-03,2026-02-03 21:02:39
487206823,1147610,32880,Valid column name: procedure_occurrence.modifier_source_value,valid column name,0,,2026-02-03,2026-02-03 20:18:46
1874203579,1147333,32880,Time series row count: condition_occurrence.2007,condition_occurrence.2007,1147333,6.0,2026-02-03,2026-02-03 21:02:59
175578393,1147330,32880,Time series row count: measurement.2004,measurement.2004,1147330,175.0,2026-02-03,2026-02-03 21:04:29
317218770,1147317,32880,Final row count: note,note,1147317,0.0,2026-02-03,2026-02-03 21:02:42
1257613581,1147301,32880,Time series row count: procedure_occurrence.1994,procedure_occurrence.1994,1147301,228.0,2026-02-03,2026-02-03 21:03:56
765071960,1147542,32880,Final row count: note_nlp,note_nlp,1147542,0.0,2026-02-03,2026-02-03 21:02:43
1678889948,1147339,32880,Date/datetime default value count: drug_exposure.drug_exposure_start_datetime,,0,0.0,2026-02-03,2026-02-03 20:59:45
1507587694,32817,32880,Type concept breakdown: measurement,EHR,32817,58044.0,2026-02-03,2026-02-03 20:56:44
1036857008,1147562,32880,Valid column name: drug_exposure.visit_detail_id,valid column name,0,,2026-02-03,2026-02-03 20:18:51
560766921,1147339,32880,Valid table name: drug_exposure,valid table name,0,,2026-02-03,2026-02-03 20:18:36
371306166,1147301,32880,Time series row count: procedure_occurrence.1970,procedure_occurrence.1970,1147301,4.0,2026-02-03,2026-02-03 21:03:39
625701587,1147304,32880,Time series row count: observation.2017,observation.2017,1147304,29.0,2026-02-03,2026-02-03 21:05:01
196870305,0,32880,Invalid column name: person.src_id,invalid column name,0,,2026-02-03,2026-02-03 20:19:05
1758226511,1147333,32880,Date/datetime default value count: condition_occurrence.condition_end_datetime,,0,0.0,2026-02-03,2026-02-03 20:59:42
1827464101,1147330,32880,Vocab harmonization status: measurement - source_concept_id mapped to new target,,0,872.0,2026-02-03,2026-02-03 20:37:30
1899214629,1147304,32880,Time series row count: observation.2020,observation.2020,1147304,33.0,2026-02-03,2026-02-03 21:05:03
994090891,1147514,32880,Valid column name: drug_exposure.visit_occurrence_id,valid column name,0,,2026-02-03,2026-02-03 20:18:51
1460840952,0,32880,Source vocabulary breakdown: measurement.value_as_concept_id,Source vocabulary not captured in OMOP,0,,2026-02-03,2026-02-03 20:58:57
2031883892,1147314,32880,Valid row count: person,,0,109.0,2026-02-03,2026-02-03 20:21:02
1203997343,1147301,32880,Vocab harmonization same-table mapping: procedure_occurrence - 1:1,,0,15151.0,2026-02-03,2026-02-03 20:37:18
873144401,1147314,32880,Date/datetime default value count: person.birth_datetime,,0,5.0,2026-02-03,2026-02-03 20:59:36
1373870656,1147301,32880,Date/datetime default value count: procedure_occurrence.procedure_date,,0,190.0,2026-02-03,2026-02-03 20:59:51
1271316204,1147561,32880,Valid column name: drug_exposure.route_source_value,valid column name,0,,2026-02-03,2026-02-03 20:18:49
653281334,1147339,32880,Time series row count: drug_exposure.2010,drug_exposure.2010,1147339,48.0,2026-02-03,2026-02-03 21:03:28
891709029,1147332,32880,Final row count: visit_occurrence,visit_occurrence,1147332,0.0,2026-02-03,2026-02-03 21:02:54
419664007,1147304,32880,Time series row count: observation.2008,observation.2008,1147304,1.0,2026-02-03,2026-02-03 21:04:55
632402042,1147339,32880,Number of rows removed due to missing person_id values: drug_exposure,,0,0.0,2026-02-03,2026-02-03 20:20:59
446977337,1147330,32880,Time series row count: measurement.2018,measurement.2018,1147330,3516.0,2026-02-03,2026-02-03 21:04:38
106378828,1147301,32880,Valid table name: procedure_occurrence,valid table name,0,,2026-02-03,2026-02-03 20:18:43
1939416973,1147330,32880,Time series row count: measurement.1990,measurement.1990,1147330,473.0,2026-02-03,2026-02-03 21:04:19
870649025,1147304,32880,Time series row count: observation.1994,observation.1994,1147304,1.0,2026-02-03,2026-02-03 21:04:46
2019346251,1147339,32880,Time series row count: drug_exposure.1993,drug_exposure.1993,1147339,218.0,2026-02-03,2026-02-03 21:03:17
893183332,1147339,32880,Time series row count: drug_exposure.2007,drug_exposure.2007,1147339,48.0,2026-02-03,2026-02-03 21:03:26
501230036,1147333,32880,Time series row count: condition_occurrence.2011,condition_occurrence.2011,1147333,4.0,2026-02-03,2026-02-03 21:03:01
2523567,1147304,32880,Time series row count: observation.2006,observation.2006,1147304,3.0,2026-02-03,2026-02-03 21:04:54
221260591,0,32880,Type concept breakdown: procedure_occurrence,No matching concept,0,8451.0,2026-02-03,2026-02-03 20:56:38
628257608,1147301,32880,Time series row count: procedure_occurrence.2016,procedure_occurrence.2016,1147301,997.0,2026-02-03,2026-02-03 21:04:11
1847329135,0,32880,Invalid column name: drug_exposure.src_id,invalid column name,0,,2026-02-03,2026-02-03 20:18:54
2098754474,1147303,32880,Date/datetime default value count: drug_era.drug_era_end_date,,0,0.0,2026-02-03,2026-02-03 21:00:10
905385917,1147304,32880,Time series row count: observation.2018,observation.2018,1147304,25.0,2026-02-03,2026-02-03 21:05:02
930378336,0,32880,Invalid concept_id count: observation_period.period_type_concept_id,observation_period.period_type_concept_id,0,0.0,2026-02-03,2026-02-03 21:01:57
587259262,1147301,32880,Time series row count: procedure_occurrence.2023,procedure_occurrence.2023,1147301,1292.0,2026-02-03,2026-02-03 21:04:15
743172572,1147304,32880,Time series row count: observation.2024,observation.2024,1147304,14.0,2026-02-03,2026-02-03 21:05:06
748445236,1147330,32880,Vocab harmonization same-table mapping: measurement - 1:2,,0,2.0,2026-02-03,2026-02-03 20:37:33
1710491052,0,32880,Target vocabulary breakdown: condition_occurrence.condition_concept_id,SNOMED,0,163.0,2026-02-03,2026-02-03 20:57:35
2086915918,0,32880,Target vocabulary breakdown: measurement.value_as_concept_id,None,0,59778.0,2026-02-03,2026-02-03 20:58:55
2051595822,1147304,32880,Time series row count: observation.2022,observation.2022,1147304,31.0,2026-02-03,2026-02-03 21:05:05
1271501536,1147333,32880,Time series row count: condition_occurrence.2017,condition_occurrence.2017,1147333,15.0,2026-02-03,2026-02-03 21:03:04
90828312,1147339,32880,Vocab harmonization same-table mapping: drug_exposure - 1:1,,0,12690.0,2026-02-03,2026-02-03 20:37:09
2096096486,1147304,32880,Time series row count: observation.2000,observation.2000,1147304,3.0,2026-02-03,2026-02-03 21:04:50
850411580,1147301,32880,Time series row count: procedure_occurrence.1987,procedure_occurrence.1987,1147301,5.0,2026-02-03,2026-02-03 21:03:51
1561607761,1147572,32880,Valid column name: measurement.unit_concept_id,valid column name,0,,2026-02-03,2026-02-03 20:18:34
40765936,1147330,32880,Time series row count: measurement.2019,measurement.2019,1147330,4144.0,2026-02-03,2026-02-03 21:04:39
1243239311,1147301,32880,Time series row count: procedure_occurrence.1990,procedure_occurrence.1990,1147301,56.0,2026-02-03,2026-02-03 21:03:53
1370381647,0,32880,Target vocabulary breakdown: person.ethnicity_concept_id,None,0,14.0,2026-02-03,2026-02-03 20:57:26
1253275568,1147329,32880,Final row count: condition_era,condition_era,1147329,29.0,2026-02-03,2026-02-03 21:02:27
1799059664,0,32880,Target vocabulary breakdown: procedure_occurrence.procedure_concept_id,LOINC,0,2.0,2026-02-03,2026-02-03 20:58:14
1387250673,1147304,32880,Time series row count: observation.2023,observation.2023,1147304,26.0,2026-02-03,2026-02-03 21:05:05
1548064386,1147301,32880,Time series row count: procedure_occurrence.2019,procedure_occurrence.2019,1147301,1173.0,2026-02-03,2026-02-03 21:04:13
1047128920,1147304,32880,Time series row count: observation.2009,observation.2009,1147304,2.0,2026-02-03,2026-02-03 21:04:56
1852490363,1147614,32880,Missing column: procedure_occurrence.visit_detail_id,missing column,0,,2026-02-03,2026-02-03 20:18:55
51612273,0,32880,Pipeline file processor version,52cca91e4cef692be49bfae6db279e2046a66c03,0,,2026-02-03,2026-02-03 20:56:13
729989064,0,32880,Source vocabulary breakdown: measurement.operator_concept_id,Source vocabulary not captured in OMOP,0,,2026-02-03,2026-02-03 20:58:48
2018154502,1147640,32880,Valid column name: measurement.measurement_time,valid column name,0,,2026-02-03,2026-02-03 20:18:41
147169929,1147568,32880,Valid column name: measurement.operator_concept_id,valid column name,0,,2026-02-03,2026-02-03 20:18:38
1434329192,1147301,32880,Time series row count: procedure_occurrence.2010,procedure_occurrence.2010,1147301,36.0,2026-02-03,2026-02-03 21:04:07
757505945,0,32880,Source vocabulary breakdown: observation.value_as_concept_id,Source vocabulary not captured in OMOP,0,,2026-02-03,2026-02-03 20:59:26
685003579,1147334,32880,Final row count: source_to_concept_map,source_to_concept_map,1147334,0.0,2026-02-03,2026-02-03 21:02:52
144589404,1147576,32880,Valid column name: measurement.value_source_value,valid column name,0,,2026-02-03,2026-02-03 20:18:37
1018493423,1147512,32880,Valid column name: drug_exposure.stop_reason,valid column name,0,,2026-02-03,2026-02-03 20:18:45
680840046,1147301,32880,Invalid row count: procedure_occurrence,,0,2.0,2026-02-03,2026-02-03 20:21:06
1626861376,1147339,32880,Date/datetime default value count: drug_exposure.drug_exposure_end_datetime,,0,0.0,2026-02-03,2026-02-03 20:59:48
1448975551,1147083,32880,Valid column name: procedure_occurrence.person_id,valid column name,0,,2026-02-03,2026-02-03 20:18:47
1243827596,1147029,32880,Valid column name: person.month_of_birth,valid column name,0,,2026-02-03,2026-02-03 20:18:53
1280441726,1147564,32880,Valid column name: measurement.measurement_source_concept_id,valid column name,0,,2026-02-03,2026-02-03 20:18:39
1115682806,0,32880,Invalid concept_id count: person.race_concept_id,person.race_concept_id,0,0.0,2026-02-03,2026-02-03 21:00:27
1324232526,1147325,32880,Date/datetime default value count: cdm_source.cdm_release_date,,0,0.0,2026-02-03,2026-02-03 21:00:14
956431419,1147339,32880,Time series row count: drug_exposure.2020,drug_exposure.2020,1147339,978.0,2026-02-03,2026-02-03 21:03:35
1478564938,1147330,32880,Time series row count: measurement.1997,measurement.1997,1147330,1119.0,2026-02-03,2026-02-03 21:04:24
192353054,1147339,32880,Time series row count: drug_exposure.2002,drug_exposure.2002,1147339,328.0,2026-02-03,2026-02-03 21:03:23
363238195,0,32880,Delivered CDM version,5.3,1147543,,2026-02-03,2026-02-03 20:56:16
1906671771,1147085,32880,Valid column name: procedure_occurrence.procedure_date,valid column name,0,,2026-02-03,2026-02-03 20:18:50
600847490,32817,32880,Type concept breakdown: procedure_occurrence,EHR,32817,6700.0,2026-02-03,2026-02-03 20:56:39
1382107670,1147330,32880,Vocab harmonization row disposition: measurement - stayed only,,0,62049.0,2026-02-03,2026-02-03 20:37:35
1979509580,1147301,32880,Time series row count: procedure_occurrence.2018,procedure_occurrence.2018,1147301,1061.0,2026-02-03,2026-02-03 21:04:12
1039300226,1147321,32880,Person_id referential integrity violation count: observation_period,observation_period,1147321,0.0,2026-02-03,2026-02-03 21:02:00
352832169,0,32880,Invalid concept_id count: observation.value_as_concept_id,observation.value_as_concept_id,0,0.0,2026-02-03,2026-02-03 21:01:44
891505252,1147301,32880,Time series row count: procedure_occurrence.1980,procedure_occurrence.1980,1147301,3.0,2026-02-03,2026-02-03 21:03:46
580664090,1147333,32880,Time series row count: condition_occurrence.2006,condition_occurrence.2006,1147333,2.0,2026-02-03,2026-02-03 21:02:59
